,Packets Loss,Throughput ,Delay,output
3056,100.0,0.829,166.9,0.8
3057,100.0,0.589,155.4,0.6
3058,100.0,0.829,166.73,0.8
3059,100.0,0.829,166.73,0.8
3060,100.0,0.022,160.95,0.4
3061,100.0,0.439,155.22,0.6
3062,100.0,0.231,155.3,0.5
3063,100.0,0.233,155.3,0.5
3064,100.0,0.259,166.8,0.5
3065,100.0,0.447,155.3,0.6
3066,100.0,0.447,155.22,0.6
3067,100.0,0.183,155.22,0.4
3068,100.0,0.414,155.22,0.6
3069,100.0,0.185,155.22,0.4
3070,100.0,0.222,155.8,0.5
3071,100.0,0.222,155.8,0.5
3072,100.0,0.222,155.15,0.5
3073,100.0,0.224,155.15,0.5
3075,100.0,0.233,156.87,0.5
3076,100.0,0.414,155.15,0.6
3077,100.0,0.191,155.15,0.5
3078,100.0,0.379,156.87,0.5
3080,100.0,0.224,155.15,0.5
3081,100.0,0.265,139.81,0.5
3083,100.0,0.268,140.5,0.5
3084,100.0,0.523,166.73,0.6
3085,100.0,0.252,139.89,0.4
3086,100.0,0.388,166.8,0.6
3087,100.0,0.268,139.97,0.5
3088,100.0,0.248,166.9,0.5
3089,100.0,0.252,140.08,0.4
3090,100.0,0.273,166.73,0.5
3091,100.0,0.479,139.89,0.6
3093,100.0,0.229,140.08,0.4
3094,100.0,0.273,166.73,0.5
3095,100.0,0.273,166.73,0.5
3096,100.0,0.439,155.4,0.6
3097,100.0,0.227,151.57,0.5
3098,100.0,0.447,155.22,0.6
3099,100.0,0.373,139.89,0.5
3100,100.0,0.519,151.57,0.6
3101,100.0,0.213,155.4,0.5
3102,100.0,0.222,155.22,0.5
3103,100.0,0.447,155.22,0.6
3104,100.0,0.439,155.22,0.6
3105,100.0,0.213,155.22,0.5
3106,100.0,0.213,155.4,0.5
3107,100.0,0.252,140.08,0.4
3108,100.0,0.428,151.46,0.6
3109,100.0,0.592,139.97,0.6
3110,100.0,0.439,155.22,0.6
3112,100.0,0.268,140.08,0.5
3113,100.0,0.486,155.4,0.6
3114,100.0,0.208,139.89,0.4
3115,100.0,0.252,139.89,0.4
3116,100.0,0.519,151.46,0.6
3117,100.0,0.255,139.97,0.4
3118,100.0,0.174,166.73,0.5
3119,100.0,0.265,139.89,0.5
3120,100.0,0.251,166.8,0.5
3121,100.0,0.273,166.8,0.5
3122,100.0,0.252,139.89,0.4
3123,100.0,0.53,139.89,0.6
3124,100.0,0.273,166.8,0.5
3126,100.0,0.523,166.73,0.6
3127,100.0,0.447,155.22,0.6
3128,100.0,0.447,155.8,0.6
3129,100.0,0.298,155.8,0.5
3130,100.0,0.222,155.15,0.5
3131,100.0,0.222,155.15,0.5
3132,100.0,0.229,141.72,0.4
3133,100.0,0.61,141.72,0.6
3134,100.0,0.447,155.15,0.6
3135,100.0,0.233,155.15,0.5
3136,100.0,0.414,156.87,0.6
3137,100.0,0.447,156.87,0.6
3138,100.0,0.407,155.15,0.6
3139,100.0,0.533,155.15,0.6
3140,100.0,0.222,155.77,0.5
3141,100.0,0.447,155.77,0.6
3142,100.0,0.379,155.22,0.5
3143,100.0,0.222,155.22,0.5
3144,100.0,0.407,155.4,0.6
3145,100.0,0.447,155.4,0.6
3146,100.0,0.447,155.22,0.6
3148,100.0,0.447,155.4,0.6
3149,100.0,0.447,155.4,0.6
3150,100.0,0.252,139.89,0.4
3151,100.0,0.119,220.26,0.6
3152,100.0,0.021,161.11,0.4
3153,100.0,0.252,140.08,0.4
3154,100.0,0.241,155.22,0.5
3155,100.0,0.414,155.22,0.6
3156,100.0,0.334,166.9,0.5
3157,100.0,0.252,140.08,0.4
3158,100.0,0.213,155.22,0.5
3159,100.0,0.224,155.22,0.5
3160,100.0,0.231,155.4,0.5
3161,100.0,0.268,140.08,0.5
3162,100.0,0.261,166.73,0.5
3163,100.0,0.414,155.22,0.6
3164,100.0,0.439,155.22,0.6
3165,100.0,0.268,139.89,0.5
3166,100.0,0.248,167.27,0.5
3167,100.0,0.53,140.53,0.6
3168,100.0,0.259,166.66,0.5
3169,100.0,0.231,155.15,0.5
3170,100.0,0.231,156.87,0.5
3171,100.0,0.334,156.87,0.5
3172,100.0,0.447,155.15,0.6
3173,100.0,0.286,166.66,0.5
3174,100.0,0.298,156.87,0.5
3175,100.0,0.486,156.87,0.6
3176,100.0,0.447,155.15,0.6
3177,100.0,0.533,155.15,0.6
3178,100.0,0.198,155.77,0.5
3179,100.0,0.213,155.77,0.5
3180,100.0,0.224,155.22,0.5
3181,100.0,0.334,155.22,0.5
3182,100.0,0.222,155.4,0.5
3183,100.0,0.183,155.4,0.4
3184,100.0,0.28,155.22,0.5
3185,100.0,0.148,155.22,0.4
3186,100.0,0.294,155.4,0.5
3187,100.0,0.222,155.4,0.5
3188,100.0,0.224,155.22,0.5
3189,100.0,0.233,155.22,0.5
3190,100.0,0.546,155.4,0.6
3191,100.0,0.315,155.4,0.5
3192,100.0,0.447,155.22,0.6
3193,100.0,0.334,155.22,0.5
3194,100.0,0.447,155.4,0.6
3195,100.0,0.407,155.4,0.6
3196,100.0,0.213,155.22,0.5
3197,100.0,0.266,155.22,0.5
3198,100.0,0.233,155.4,0.5
3199,100.0,0.533,155.4,0.6
3200,100.0,0.198,155.22,0.5
3201,100.0,0.233,155.22,0.5
3202,100.0,0.231,155.4,0.5
3203,100.0,0.447,155.4,0.6
3204,100.0,0.213,155.22,0.5
3205,100.0,0.213,155.22,0.5
3206,100.0,0.198,155.8,0.5
3208,100.0,0.222,155.15,0.5
3209,100.0,0.12,220.23,0.6
3210,100.0,0.479,141.72,0.6
3211,100.0,0.261,168.27,0.5
3212,100.0,0.265,139.81,0.5
3213,100.0,0.334,166.66,0.5
3216,100.0,0.605,155.15,0.6
3217,100.0,0.172,155.15,0.4
3218,100.0,0.221,167.24,0.5
3219,100.0,0.252,140.5,0.4
3220,100.0,0.19,155.22,0.5
3221,100.0,0.229,139.89,0.4
3222,100.0,0.224,155.4,0.5
3223,100.0,0.286,166.9,0.5
3224,100.0,0.24,139.89,0.4
3225,100.0,0.248,166.73,0.5
3226,100.0,0.523,166.9,0.6
3227,100.0,0.213,155.4,0.5
3228,100.0,0.158,155.22,0.4
3229,100.0,0.447,155.22,0.6
3230,100.0,0.027,155.4,0.4
3231,100.0,0.224,155.4,0.5
3232,100.0,0.191,155.22,0.5
3233,100.0,0.224,155.22,0.5
3234,100.0,0.678,155.4,0.7
3235,100.0,0.379,155.4,0.5
3236,100.0,0.439,155.22,0.6
3237,100.0,0.231,155.22,0.5
3238,100.0,0.205,155.4,0.5
3239,100.0,0.447,155.4,0.6
3240,100.0,0.414,155.22,0.6
3241,100.0,0.03,155.22,0.4
3242,100.0,0.476,155.4,0.6
3243,100.0,0.439,155.4,0.6
3244,100.0,0.233,155.4,0.5
3245,100.0,0.215,155.4,0.5
3246,100.0,0.447,155.22,0.6
3247,100.0,0.222,155.22,0.5
3248,100.0,0.127,220.49,0.6
3250,100.0,0.268,139.81,0.5
3251,100.0,0.224,155.15,0.5
3252,100.0,0.137,156.87,0.4
3253,100.0,0.268,141.72,0.5
3254,100.0,0.523,166.66,0.6
3255,100.0,0.273,166.66,0.5
3256,100.0,0.255,141.72,0.5
3257,100.0,0.29,168.27,0.5
3258,100.0,0.53,139.81,0.6
3259,100.0,0.315,155.15,0.5
3260,100.0,0.479,140.5,0.6
3261,100.0,0.523,167.24,0.6
3262,100.0,0.167,155.22,0.4
3263,100.0,0.248,166.73,0.5
3264,100.0,0.229,166.9,0.5
3265,100.0,0.259,166.9,0.5
3266,100.0,0.213,155.22,0.5
3267,100.0,0.13,155.22,0.4
3268,100.0,0.222,155.4,0.5
3269,100.0,0.213,155.4,0.5
3270,100.0,0.215,155.22,0.5
3271,100.0,0.533,155.22,0.6
3272,100.0,0.486,155.4,0.6
3273,100.0,0.439,155.4,0.6
3274,100.0,0.407,155.22,0.6
3275,100.0,0.334,155.22,0.5
3276,100.0,0.222,155.4,0.5
3277,100.0,0.213,155.4,0.5
3278,100.0,0.222,155.22,0.5
3279,100.0,0.224,155.22,0.5
3280,100.0,0.205,155.4,0.5
3281,100.0,0.315,155.4,0.5
3282,100.0,0.213,155.22,0.5
3285,100.0,0.341,140.08,0.5
3286,100.0,0.03,155.4,0.4
3287,100.0,0.286,166.9,0.5
3288,100.0,0.215,155.4,0.5
3289,100.0,0.61,140.08,0.6
3291,100.0,0.273,166.9,0.5
3292,100.0,0.252,140.0,0.4
3293,100.0,0.224,155.32,0.5
3294,100.0,0.233,155.32,0.5
3296,100.0,0.27,166.73,0.5
3297,100.0,0.265,139.89,0.5
3298,100.0,0.479,140.53,0.6
3299,100.0,0.273,167.27,0.5
3300,100.0,0.215,155.15,0.5
3301,100.0,0.447,155.15,0.6
3302,100.0,0.447,156.87,0.6
3303,100.0,0.231,156.87,0.5
3304,100.0,0.658,155.15,0.7
3305,100.0,0.546,155.15,0.6
3306,100.0,0.447,156.87,0.6
3307,100.0,0.355,156.87,0.5
3308,100.0,0.178,155.15,0.4
3309,100.0,0.231,155.15,0.5
3310,100.0,0.533,155.77,0.6
3311,100.0,0.294,155.77,0.5
3312,100.0,0.266,155.22,0.5
3313,100.0,0.224,155.22,0.5
3314,100.0,0.224,155.4,0.5
3315,100.0,0.298,155.4,0.5
3316,100.0,0.222,155.22,0.5
3317,100.0,0.255,139.89,0.4
3318,100.0,0.132,220.26,0.6
3319,100.0,0.221,166.73,0.5
3320,100.0,0.671,140.08,0.6
3321,100.0,0.403,140.08,0.5
3322,100.0,0.573,166.73,0.7
3323,100.0,0.255,139.89,0.4
3324,100.0,0.273,166.9,0.5
3325,100.0,0.255,140.08,0.4
3326,100.0,0.729,166.73,0.7
3327,100.0,0.479,139.89,0.6
3328,100.0,0.273,166.9,0.5
3329,100.0,0.273,166.9,0.5
3330,100.0,0.252,139.89,0.4
3331,100.0,0.134,220.26,0.6
3332,100.0,0.265,140.08,0.5
3333,100.0,0.273,166.9,0.5
3334,100.0,0.255,139.89,0.4
3335,100.0,0.415,166.73,0.6
3336,100.0,0.259,167.27,0.5
3337,100.0,0.671,140.53,0.6
3338,100.0,0.21,139.81,0.4
3339,100.0,0.273,166.66,0.5
3340,100.0,0.268,141.72,0.5
3341,100.0,0.261,168.27,0.5
3342,100.0,0.273,166.66,0.5
3343,100.0,0.268,139.81,0.5
3345,100.0,0.265,141.72,0.5
3346,100.0,0.273,166.66,0.5
3347,100.0,0.268,139.81,0.5
3348,100.0,0.286,167.24,0.5
3349,100.0,0.707,167.24,0.7
3350,100.0,0.373,139.89,0.5
3351,100.0,0.261,166.73,0.5
3352,100.0,0.544,140.08,0.6
3353,100.0,0.802,166.9,0.8
3354,100.0,0.53,139.89,0.6
3355,100.0,0.238,166.73,0.5
3356,100.0,0.301,140.08,0.5
3357,100.0,0.127,220.33,0.6
3358,100.0,0.53,139.89,0.6
3359,100.0,0.261,166.73,0.5
3360,100.0,0.445,166.9,0.6
3361,100.0,0.592,140.08,0.6
3362,100.0,0.268,139.89,0.5
3363,100.0,0.273,166.73,0.5
3364,100.0,0.265,140.08,0.5
3365,100.0,0.65,166.9,0.7
3366,100.0,0.523,166.73,0.6
3367,100.0,0.805,139.89,0.7
3368,100.0,0.273,166.9,0.5
3369,100.0,0.286,166.9,0.5
3370,100.0,0.255,139.89,0.4
3372,100.0,0.805,140.08,0.7
3373,100.0,0.481,166.9,0.6
3374,100.0,0.248,166.9,0.5
3375,100.0,0.255,140.08,0.4
3376,100.0,0.479,140.08,0.6
3377,100.0,0.185,166.9,0.5
3378,100.0,0.174,166.73,0.5
3379,100.0,0.53,139.89,0.6
3380,100.0,0.286,167.27,0.5
3381,100.0,0.592,140.53,0.6
3382,100.0,0.093,166.66,0.4
3383,100.0,0.802,166.66,0.8
3384,100.0,0.268,141.72,0.5
3385,100.0,0.122,220.91,0.6
3386,100.0,0.211,166.66,0.5
3387,100.0,0.671,139.81,0.6
3388,100.0,0.252,141.72,0.4
3389,100.0,0.251,168.27,0.5
3390,100.0,0.592,139.81,0.6
3391,100.0,0.633,166.66,0.7
3392,100.0,0.265,140.5,0.5
3393,100.0,0.445,167.24,0.6
3394,100.0,0.268,139.89,0.5
3395,100.0,0.729,166.73,0.7
3396,100.0,0.259,166.9,0.5
3397,100.0,0.255,140.08,0.4
3398,100.0,0.121,220.26,0.6
3399,100.0,0.268,139.89,0.5
3400,100.0,0.286,166.9,0.5
3401,100.0,0.273,166.9,0.5
3402,100.0,0.265,139.89,0.5
3403,100.0,0.479,139.89,0.6
3404,100.0,0.261,166.9,0.5
3405,100.0,0.694,140.08,0.7
3406,100.0,0.229,139.89,0.4
3407,100.0,0.301,166.73,0.5
3408,100.0,0.273,166.9,0.5
3409,100.0,0.268,140.08,0.5
3411,100.0,0.268,139.89,0.5
3412,100.0,0.408,166.9,0.6
3413,100.0,0.24,140.08,0.4
3414,100.0,0.261,166.73,0.5
3415,100.0,0.273,166.73,0.5
3416,100.0,0.694,140.08,0.7
3417,100.0,0.268,140.08,0.5
3419,100.0,0.24,139.89,0.4
3420,100.0,0.273,167.27,0.5
3421,100.0,0.382,167.27,0.6
3422,100.0,0.32,139.81,0.5
3424,100.0,0.229,141.72,0.4
3425,100.0,0.273,168.27,0.5
3426,100.0,0.265,139.81,0.5
3427,100.0,0.286,166.66,0.5
3428,100.0,0.255,141.72,0.5
3429,100.0,0.339,168.27,0.6
3430,100.0,0.252,139.81,0.4
3431,100.0,0.273,166.66,0.5
3432,100.0,0.53,140.5,0.6
3433,100.0,0.259,167.24,0.5
3434,100.0,0.359,166.73,0.6
3435,100.0,0.32,139.89,0.5
3436,100.0,0.126,220.33,0.6
3437,100.0,0.316,166.9,0.5
3438,100.0,0.592,139.89,0.6
3439,100.0,0.694,139.89,0.7
3440,100.0,0.286,166.9,0.5
3441,100.0,0.403,140.08,0.5
3442,100.0,0.273,166.73,0.5
3443,100.0,0.53,139.89,0.6
3444,100.0,0.523,166.9,0.6
3445,100.0,0.252,140.08,0.4
3446,100.0,0.273,166.73,0.5
3447,100.0,0.273,166.73,0.5
3448,100.0,0.261,166.9,0.5
3449,100.0,0.592,140.08,0.6
3450,100.0,0.124,220.26,0.6
3451,100.0,0.27,166.73,0.5
3452,100.0,0.255,140.08,0.4
3453,100.0,0.523,166.9,0.6
3454,100.0,0.671,139.89,0.6
3455,100.0,0.479,139.89,0.6
3456,100.0,0.213,166.9,0.5
3457,100.0,0.479,140.08,0.6
3458,100.0,0.573,166.73,0.7
3459,100.0,0.53,139.89,0.6
3460,100.0,0.273,167.27,0.5
3461,100.0,0.231,167.27,0.5
3462,100.0,0.248,166.66,0.5
3463,100.0,0.229,139.81,0.4
3465,100.0,0.479,141.72,0.6
3466,100.0,0.261,166.66,0.5
3467,100.0,0.268,139.81,0.5
3468,100.0,0.273,168.27,0.5
3469,100.0,0.268,141.72,0.5
3470,100.0,0.273,166.66,0.5
3471,100.0,0.341,139.81,0.5
3472,100.0,0.273,167.24,0.5
3473,100.0,0.273,167.24,0.5
3474,100.0,0.252,139.89,0.4
3475,100.0,0.301,166.73,0.5
3476,100.0,0.251,166.73,0.5
3477,100.0,0.268,139.89,0.5
3478,100.0,0.122,220.33,0.6
3479,100.0,0.273,166.9,0.5
3480,100.0,0.61,139.89,0.6
3481,100.0,0.261,166.73,0.5
3482,100.0,0.403,139.97,0.5
3483,100.0,0.479,139.97,0.6
3484,100.0,0.252,140.08,0.4
3485,100.0,0.573,166.9,0.7
3486,100.0,0.479,139.89,0.6
3487,100.0,0.261,166.73,0.5
3488,100.0,0.261,166.9,0.5
3489,100.0,0.217,140.08,0.4
3491,100.0,0.21,139.89,0.4
3492,100.0,0.208,151.57,0.5
3493,100.0,0.229,140.08,0.4
3495,100.0,0.268,139.89,0.5
3496,100.0,0.261,166.73,0.5
3497,100.0,0.284,139.89,0.5
3498,100.0,0.084,159.18,0.4
3499,100.0,0.366,140.08,0.5
3500,100.0,0.255,139.89,0.4
3501,100.0,0.238,166.73,0.5
3503,100.0,0.261,166.8,0.5
3504,100.0,0.403,140.08,0.5
3505,100.0,0.252,140.08,0.4
3506,100.0,0.27,166.73,0.5
3507,100.0,0.472,166.73,0.6
3508,100.0,0.428,151.46,0.6
3509,100.0,0.219,139.97,0.4
3510,100.0,0.201,139.89,0.4
3511,100.0,0.574,151.39,0.6
3512,100.0,0.252,139.89,0.4
3514,100.0,0.265,139.97,0.5
3515,100.0,0.707,166.8,0.7
3516,100.0,0.265,139.89,0.5
3517,100.0,0.415,166.73,0.6
3518,100.0,0.341,140.53,0.5
3519,100.0,0.173,167.27,0.5
3520,100.0,0.523,166.66,0.6
3521,100.0,0.61,139.81,0.6
3522,100.0,0.479,141.72,0.6
3523,100.0,0.408,166.73,0.6
3524,100.0,0.168,168.27,0.5
3525,100.0,0.403,139.81,0.5
3526,100.0,0.128,220.23,0.6
3527,100.0,0.479,141.72,0.6
3528,100.0,0.261,168.27,0.5
3529,100.0,0.373,139.81,0.5
3530,100.0,0.164,166.66,0.5
3531,100.0,0.255,140.5,0.4
3532,100.0,0.273,167.24,0.5
3533,100.0,0.265,139.89,0.5
3534,100.0,0.261,166.73,0.5
3535,100.0,0.268,139.89,0.5
3536,100.0,0.231,166.73,0.5
3537,100.0,0.259,166.8,0.5
3538,100.0,0.252,139.97,0.4
3539,100.0,0.12,220.33,0.6
3540,100.0,0.472,166.9,0.6
3541,100.0,0.694,139.89,0.7
3542,100.0,0.255,139.89,0.4
3543,100.0,0.261,166.9,0.5
3544,100.0,0.479,140.08,0.6
3545,100.0,0.273,166.73,0.5
3546,100.0,0.268,139.89,0.5
3547,100.0,0.259,166.9,0.5
3548,100.0,0.53,140.08,0.6
3549,100.0,0.273,166.73,0.5
3550,100.0,0.273,166.73,0.5
3551,100.0,0.229,140.08,0.4
3553,100.0,0.694,139.89,0.7
3554,100.0,0.523,166.9,0.6
3555,100.0,0.248,166.9,0.5
3556,100.0,0.438,139.89,0.5
3557,100.0,0.479,139.89,0.6
3558,100.0,0.273,166.9,0.5
3559,100.0,0.479,140.08,0.6
3560,100.0,0.802,166.83,0.8
3561,100.0,0.395,140.0,0.5
3562,100.0,0.259,166.83,0.5
3563,100.0,0.304,166.83,0.5
3564,100.0,0.265,140.0,0.5
3566,100.0,0.268,140.0,0.5
3567,100.0,0.707,166.83,0.7
3568,100.0,0.265,140.0,0.5
3569,100.0,0.273,166.83,0.5
3570,100.0,0.252,140.0,0.4
3571,100.0,0.259,166.83,0.5
3572,100.0,0.259,166.83,0.5
3573,100.0,0.145,140.0,0.4
3574,100.0,0.53,139.89,0.6
3575,100.0,0.273,166.73,0.5
3576,100.0,0.261,167.27,0.5
3577,100.0,0.268,140.53,0.5
3578,100.0,0.132,220.23,0.6
3579,100.0,0.268,139.81,0.5
3580,100.0,0.261,168.27,0.5
3581,100.0,0.252,141.72,0.4
3582,100.0,0.388,166.66,0.6
3583,100.0,0.268,139.81,0.5
3584,100.0,0.261,168.27,0.5
3585,100.0,0.403,141.72,0.5
3586,100.0,0.259,166.66,0.5
3587,100.0,0.268,139.81,0.5
3588,100.0,0.261,167.24,0.5
3589,100.0,0.248,167.24,0.5
3590,100.0,0.284,139.89,0.5
3591,100.0,0.129,220.26,0.6
3592,100.0,0.255,140.0,0.4
3593,100.0,0.472,166.83,0.6
3594,100.0,0.268,140.0,0.5
3595,100.0,0.573,166.83,0.7
3596,100.0,0.268,140.0,0.5
3597,100.0,0.273,166.83,0.5
3598,100.0,0.268,140.08,0.5
3599,100.0,0.286,166.9,0.5
3600,100.0,0.544,139.89,0.6
3601,100.0,0.229,166.73,0.5
3602,100.0,0.219,140.08,0.4
3604,100.0,0.53,139.89,0.6
3605,100.0,0.273,166.73,0.5
3606,100.0,0.265,140.08,0.5
3607,100.0,0.481,166.9,0.6
3608,100.0,0.265,139.89,0.5
3611,100.0,0.805,140.08,0.7
3612,100.0,0.217,139.89,0.4
3613,100.0,0.27,166.73,0.5
3614,100.0,0.273,166.9,0.5
3615,100.0,0.53,140.08,0.6
3616,100.0,0.248,151.39,0.5
3617,100.0,0.438,139.89,0.5
3618,100.0,0.225,151.57,0.5
3619,100.0,0.32,140.08,0.5
3621,100.0,0.268,140.08,0.5
3622,100.0,0.259,166.83,0.5
3624,100.0,0.286,166.83,0.5
3625,100.0,0.415,166.83,0.6
3626,100.0,0.273,166.83,0.5
3627,100.0,0.479,140.0,0.6
3628,100.0,0.213,166.83,0.5
3629,100.0,0.268,140.0,0.5
3630,100.0,0.21,140.0,0.4
3631,100.0,0.265,140.0,0.5
3632,100.0,0.334,166.83,0.5
3633,50.0,0.017,152.68,0.4
3634,100.0,0.046,139.89,0.3
3635,100.0,0.193,151.39,0.4
3636,100.0,0.592,140.53,0.6
3637,100.0,0.21,140.53,0.4
3638,100.0,0.474,151.31,0.6
3639,100.0,0.544,139.81,0.6
3640,100.0,0.403,140.08,0.5
3642,100.0,0.261,168.27,0.5
3643,100.0,0.479,139.81,0.6
3644,100.0,0.366,139.81,0.5
3645,100.0,0.261,168.27,0.5
3646,100.0,0.252,141.72,0.4
3647,100.0,0.437,166.66,0.6
3648,100.0,0.252,139.81,0.4
3649,100.0,0.261,167.24,0.5
3650,100.0,0.229,140.5,0.4
3651,100.0,0.573,166.73,0.7
3652,100.0,0.273,166.73,0.5
3653,100.0,0.265,140.08,0.5
3654,100.0,0.123,220.33,0.6
3655,100.0,0.273,166.73,0.5
3657,100.0,0.268,140.08,0.5
3658,100.0,0.259,166.9,0.5
3659,100.0,0.252,139.89,0.4
3660,100.0,0.472,166.73,0.6
3661,100.0,0.268,140.08,0.5
3662,100.0,0.573,166.9,0.7
3663,100.0,0.523,166.73,0.6
3664,100.0,0.265,139.89,0.5
3665,100.0,0.233,155.4,0.5
3666,100.0,0.439,155.4,0.6
3667,100.0,0.222,155.22,0.5
3668,100.0,0.533,155.22,0.6
3669,100.0,0.28,155.4,0.5
3671,100.0,0.224,155.22,0.5
3672,100.0,0.27,155.4,0.5
3673,100.0,0.213,155.4,0.5
3674,100.0,0.403,139.89,0.5
3675,100.0,0.12,220.26,0.6
3676,100.0,0.261,167.27,0.5
3677,100.0,0.252,140.53,0.4
3678,100.0,0.252,139.81,0.4
3679,100.0,0.261,166.66,0.5
3680,100.0,0.265,141.72,0.5
3681,100.0,0.512,168.27,0.6
3682,100.0,0.268,139.81,0.5
3683,100.0,0.273,166.66,0.5
3684,100.0,0.217,141.72,0.4
3685,100.0,0.261,168.27,0.5
3686,100.0,0.191,166.66,0.5
3687,100.0,0.229,139.81,0.4
3689,100.0,0.265,140.5,0.5
3690,100.0,0.359,166.73,0.6
3691,100.0,0.248,166.73,0.5
3692,100.0,0.592,140.08,0.6
3693,100.0,0.268,140.08,0.5
3694,100.0,0.261,166.73,0.5
3695,100.0,0.252,139.89,0.4
3696,100.0,0.273,166.9,0.5
3697,100.0,0.268,140.08,0.5
3698,100.0,0.286,166.73,0.5
3699,100.0,0.261,166.73,0.5
3700,100.0,0.268,140.08,0.5
3702,100.0,0.479,139.89,0.6
3703,100.0,0.259,166.73,0.5
3704,100.0,0.252,140.08,0.4
3705,100.0,0.273,166.9,0.5
3706,100.0,0.479,139.89,0.6
3707,100.0,0.273,166.73,0.5
3708,100.0,0.261,166.9,0.5
3709,100.0,0.523,166.9,0.6
3710,100.0,0.61,139.89,0.6
3711,100.0,0.252,139.89,0.4
3712,100.0,0.573,166.9,0.7
3713,100.0,0.164,166.9,0.5
3714,100.0,0.265,139.89,0.5
3715,100.0,0.121,220.26,0.6
3716,100.0,0.252,140.53,0.4
3717,100.0,0.261,167.27,0.5
3718,100.0,0.268,139.81,0.5
3719,100.0,0.273,166.66,0.5
3720,100.0,0.252,141.72,0.4
3721,100.0,0.273,168.27,0.5
3722,100.0,0.268,139.81,0.5
3723,100.0,0.221,166.66,0.5
3724,100.0,0.479,141.72,0.6
3725,100.0,0.273,166.73,0.5
3726,100.0,0.523,168.27,0.6
3727,100.0,0.265,139.81,0.5
3728,100.0,0.125,220.23,0.6
3729,100.0,0.671,140.5,0.6
3730,100.0,0.523,167.24,0.6
3731,100.0,0.265,139.89,0.5
3732,100.0,0.334,166.73,0.5
3733,100.0,0.261,166.9,0.5
3734,100.0,0.61,140.08,0.6
3735,100.0,0.24,139.89,0.4
3736,100.0,0.252,139.89,0.4
3737,100.0,0.523,166.9,0.6
3738,100.0,0.261,166.9,0.5
3739,100.0,0.403,139.89,0.5
3740,100.0,0.125,220.26,0.6
3741,100.0,0.252,140.08,0.4
3742,100.0,0.261,166.9,0.5
3743,100.0,0.255,139.89,0.4
3744,100.0,0.286,166.73,0.5
3745,100.0,0.252,140.08,0.4
3746,100.0,0.29,166.9,0.5
3747,100.0,0.261,166.73,0.5
3748,100.0,0.805,139.89,0.7
3749,100.0,0.491,140.08,0.6
3750,100.0,0.259,166.9,0.5
3751,100.0,0.261,166.73,0.5
3752,100.0,0.255,139.89,0.4
3754,100.0,0.265,140.08,0.5
3755,100.0,0.65,166.9,0.7
3756,100.0,0.265,140.08,0.5
3757,100.0,0.273,166.73,0.5
3758,100.0,0.255,139.89,0.4
3760,100.0,0.252,140.53,0.4
3762,100.0,0.301,166.66,0.5
3763,100.0,0.479,141.72,0.6
3764,100.0,0.273,168.27,0.5
3765,100.0,0.265,139.81,0.5
3767,100.0,0.671,141.72,0.6
3768,100.0,0.273,168.27,0.5
3769,100.0,0.268,139.81,0.5
3770,100.0,0.437,166.66,0.6
3771,100.0,0.573,167.24,0.7
3772,100.0,0.24,140.5,0.4
3773,100.0,0.273,166.73,0.5
3774,100.0,0.53,139.89,0.6
3775,100.0,0.544,140.08,0.6
3776,100.0,0.273,166.9,0.5
3777,100.0,0.472,166.73,0.6
3778,100.0,0.273,166.73,0.5
3779,100.0,0.229,166.9,0.5
3780,100.0,0.284,140.08,0.5
3781,100.0,0.129,220.26,0.6
3782,100.0,0.479,139.89,0.6
3783,100.0,0.159,166.9,0.5
3784,100.0,0.252,140.08,0.4
3785,100.0,0.273,166.73,0.5
3786,100.0,0.523,166.73,0.6
3787,100.0,0.268,140.08,0.5
3788,100.0,0.24,140.08,0.4
3789,100.0,0.286,166.73,0.5
3790,100.0,0.694,139.89,0.7
3791,100.0,0.261,166.9,0.5
3792,100.0,0.252,140.08,0.4
3793,100.0,0.125,220.26,0.6
3794,100.0,0.252,139.89,0.4
3795,100.0,0.273,166.9,0.5
3796,100.0,0.265,140.08,0.5
3797,100.0,0.273,166.73,0.5
3798,100.0,0.268,139.89,0.5
3799,100.0,0.273,167.27,0.5
3800,100.0,0.265,140.53,0.5
3801,100.0,0.523,166.66,0.6
3802,100.0,0.265,139.81,0.5
3803,100.0,0.408,168.27,0.6
3804,100.0,0.248,168.27,0.5
3805,100.0,0.53,139.81,0.6
3807,100.0,0.251,168.27,0.5
3808,100.0,0.24,141.72,0.4
3809,100.0,0.252,139.81,0.4
3810,100.0,0.259,166.66,0.5
3811,100.0,0.24,140.5,0.4
3812,100.0,0.273,167.24,0.5
3813,100.0,0.255,139.89,0.4
3814,100.0,0.53,139.89,0.6
3815,100.0,0.273,166.9,0.5
3816,100.0,0.273,166.9,0.5
3817,100.0,0.261,166.73,0.5
3818,100.0,0.252,139.89,0.4
3820,100.0,0.265,140.08,0.5
3821,100.0,0.251,166.73,0.5
3822,100.0,0.395,139.89,0.5
3823,100.0,0.273,166.9,0.5
3824,100.0,0.268,140.08,0.5
3825,100.0,0.707,166.73,0.7
3826,100.0,0.261,166.73,0.5
3827,100.0,0.671,140.08,0.6
3828,100.0,0.479,140.08,0.6
3829,100.0,0.259,166.73,0.5
3830,100.0,0.248,166.73,0.5
3831,100.0,0.177,140.08,0.4
3832,100.0,0.129,220.33,0.6
3833,100.0,0.491,139.89,0.6
